title,date,author
KNU ထိန်းချုပ် နယ်မြေတွင် ၆ လတာအတွင်း စစ်တပ်က ပြည်သူ ၁၃၄ ဦးသတ်ဖြတ်ခဲ့ပြီး ပြည်သူ ၁၂ သိန်းကျော် စစ်ဘေးတိမ်းရှောင်နေရ,"July 13, 2024",Yangon Khit Thit News Agency -
ဘူဆန်မြို့မှ ဆိုးလ်မြို့စစ်သံရုံးအထိ ၂၁ ရက်လမ်းလျှောက်ချီတက်ဆန္ဒပြခြင်း ဂူမိမြို့သို့ ရောက်ရှိ,"July 13, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့နယ်တွင် ရေဘေးသင့်ကလေးငယ်တွေအတွက် စာရေးကိရိယာများ ထောက်ပံ့ လှူဒါန်း,"July 13, 2024",Yangon Khit Thit News Agency -
ဆားတောင်မြို့ရဲစခန်းကို PDF တပ်ဖွဲ့များ ဝင်ရောက် တိုက်ခိုက်မှု စစ်တပ်ဘက်မှ ၁၅ ဦး သေဆုံးပြီး ဒဏ်ရာရရှိသူများပြား၊ စစ်တပ်က လေကြောင်းဖြင့် ဗုံးကျဲ၍ ပြည်သူများထွက်ပြေးနေရ,"July 13, 2024",Yangon Khit Thit News Agency -
မန္တလေးတိုင်းအတွက် ကြားကာလနိုင်ငံရေးအစီအမံ မူကြမ်း ရေးဆွဲမည်,"July 13, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် ရဲဘော် နေမျိုးကျော် ကျဆုံးခြင်း ၅ လပြည့်အခမ်းအနားနှင့် စစ်အာဏာရှင်ဆန့်ကျင်ရေး ချီတက်ဆန္ဒပြ,"July 13, 2024",Yangon Khit Thit News Agency -
PDF ပူးပေါင်းတပ်များက စဉ့်ကူးမြို့နယ်၊ နွယ်ရုံကျေးရွာကို တိုက်ခိုက်သိမ်း ပိုက်ပြီးနောက် စစ်ကောင်စီက ၃ နှစ်ကျော်ကြာ ချိတ်ပိတ်ခဲ့သော နေအိမ်သို့ တော်လှန်ရေး PDF ရဲဘော်ကိုဝေမိုးကျော် ကိုယ်တိုင်သော့ဖွင့်၍ အိမ်ပြန်ခွင့်ရပြီ,"July 13, 2024",Yangon Khit Thit News Agency -
ရန်ကုန်တိုင်းဦးစီးချုပ် ဗိုလ်မှူးချုပ် အောင်စိုးမိုးကို ဗိုလ်ချုပ်ရာထူးတိုးပေးပြီး တွဲဘက်စစ်ထောက် ချုပ်အဖြစ်ခန့်အပ်,"July 13, 2024",Yangon Khit Thit News Agency -
နယ်သာလန်၊ ICJ တရားရုံး၊ နိုင်ငံတကာရာဇဝတ်ခုံရုံး ICC နှင့် ဥရောပသမဂ္ဂရုံးအနီးတို့တွင် “ရန်ကုန်မှာ ပြန်ဆုံမယ်” အင်္ကျီများဝတ်ဆင်၍ မြန်မာစစ်အာဏာ ရှင် ဆန့်ကျင်ရေးလှုပ်ရှား,"July 13, 2024",Yangon Khit Thit News Agency -
သံတွဲမြို့နယ်၊ ငပလီကမ်းခြေကို သိမ်းပိုက်ပြီးနောက် စစ်ဗိုလ်ချုပ်နှင့်ခရိုနီများ ပိုင်ဆိုင်သော ဟိုတယ် ၆၅ လုံး AA၏ ထိန်းချုပ်မှု အောက်သို့ အပြည့်အ၀ ရောက်ရှိ,"July 13, 2024",Yangon Khit Thit News Agency -
နောက်ပြန်မလှည့်ကြေး ဒီတော်လှန်ရေး လူထုသပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် ချေမှုန်းရေး ချီတက် ဆန္ဒပြ,"July 13, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့နယ်တွင် ရေဘေးသင့်စစ်ရှောင်ပြည်သူများကို ထမင်းဟင်းများလှူဒါန်း,"July 12, 2024",Yangon Khit Thit News Agency -
နောင်ချိုစစ်ဘေးရှောင် ပြည်သူများကို စားနပ်ရိက္ခာများ လှူဒါန်း,"July 12, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့နယ်တွင် ရေဘေးသင့် မီးဘေးသင့် ပြည်သူများအား ထမင်းတစ်နပ်လှူဒါန်း,"July 12, 2024",Yangon Khit Thit News Agency -
ဘူဆန်မြို့မှ ဆိုးလ်မြို့စစ်သံရုံးအထိ စစ်အာဏာသိမ်းမှုအလိုမရှိ ဆန့်ကျင်ဆန္ဒပြချီတက်၊ ၆ ရက်မြောက်နေ့အဖြစ် ဝဲကန်မြို့သို့ရောက်ရှိ,"July 12, 2024",Yangon Khit Thit News Agency -
ပခုက္ကူခရိုင်အမှတ် ၁၃ တပ်ရင်း မွမ်းမံသင်တန်း သင်တန်းဆင်းပွဲအခမ်းအနား ကျင်းပ,"July 12, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် သပိတ်စစ်ကြောင်း ၂ခုပေါင်း၍ စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"July 11, 2024",Yangon Khit Thit News Agency -
ဘူဆန်မြို့မှ ဆိုးလ်မြို့စစ်သံရုံးရှေ့အထိ စစ်အာဏာသိမ်းမှုအလိုမရှိ ဆန့်ကျင်ဆန္ဒပြချီတက်ခြင်း ၅ ရက်မြောက်နေ့အဖြစ် ဒယ်ဂူးမြို့သို့ ရောက်ရှိ,"July 11, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"July 10, 2024",Yangon Khit Thit News Agency -
ပေါက်မြို့နယ် တောင်ပိုင်းမှ သံဃာတော်များ စစ်ကောင်စီကို ပတ္တနိက္ကုဇ္ဇန ကံဆောင် သပိတ်မှောက်ပြီး ပြည်သူများနှင့် အတူ ချီတက် ဆန္ဒပြ,"July 10, 2024",Yangon Khit Thit News Agency -
နောင်ချိုမြို့ရှိ စစ်တပ်၏ လက်ကျန်တပ်စခန်းဖြစ်သော ၆၀၆ ဒုံးတပ်ရင်းကို TNLA ပူးပေါင်း တပ်ဖွဲ့က အပြီးသတ် တိုက်ခိုက် သိမ်းပိုက်၊ တန့်ယန်းနှင့် မိုးမိတ်မြို့နယ်တို့တွင် တိုက်ပွဲများ ဆက်လက် ပြင်းထန်နေ,"July 10, 2024",Yangon Khit Thit News Agency -
လောင်းလုံးမြို့နယ်တွင် စစ်အာဏာရှင်ဆန့်ကျင်ရေး လူထုသပိတ်လှုပ်ရှားမှုပြုလုပ်,"July 10, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်တွင် သပိတ်စစ်ကြောင်း ၂ ခုပေါင်း၍ စစ်အာဏာရှင်ကို ဆန္ဒပြ,"July 10, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်ရှိ ကျေးရွာတစ်ရွာတွင် သပိတ်စစ်ကြောင်း ၂ ခု ပေါင်း၍ စစ်အာဏာရှင်စနစ်ကျရှုံးရေး ဆန္ဒပြ,"July 10, 2024",Yangon Khit Thit News Agency -
ယင်းမာပင်မြို့နယ်တွင် သပိတ်စစ်ကြောင်းများ စုပေါင်း၍ စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,"July 9, 2024",Yangon Khit Thit News Agency -
အောင်လံလွှင့်မည် ဒေါင်းသွေးနီ သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် တော်လှန်ရေး ချီတက် ဆန္ဒပြ,"July 9, 2024",Yangon Khit Thit News Agency -
မိုးမိတ်နှင့် မိုးကုတ်မြို့နယ်ရှိ စစ်တပ်၏ စစ်စခန်း ၄ ခုကို TNLA က ထပ်မံ သိမ်းပိုက်လိုက်ပြီး လက်နက်ခဲယမ်းများ သိမ်းဆည်းရရှိ၊ နောင်ချိုတွင် တိုက်ပွဲ ဆက်လက် ပြင်းထန်နေ,"July 9, 2024",Yangon Khit Thit News Agency -
ကရင်နီပြည်နယ်တွင် ကျောင်းသားသမဂ္ဂအဖွဲ့ဝင်များက စတေကာကပ် လှုပ်ရှားမှု ပြုလုပ်,"July 9, 2024",Yangon Khit Thit News Agency -
ဆားလင်းကြီးမြို့နယ်တွင် စစ်ရှောင်စခန်း ၃ နေရာမှမီးဘေးသင့် ပြည်သူများနှင့် ရေဘေးသင့် ပြည်သူများကို ထမင်းတစ်နပ်လှူဒါန်း,"July 9, 2024",Yangon Khit Thit News Agency -
၁၀၂၇ စစ်ဆင်ရေး ဒုတိယပိုင်း နှင့် ရှမ်းမန်း စစ်ဆင်ရေးတွင် စစ်ကိုင်းတိုင်းနှင့် မန္တလေးတိုင်းမှ PDF တပ်ရင်းများ ပါဝင် တိုက်ခိုက်နေပြီး စစ်ရေး အောင်ပွဲများ ရရှိနေ,"July 9, 2024",Yangon Khit Thit News Agency -
